dateutc,windspeedmph,windgustmph,hourlyrainin,dailyrainin,trustdevicetime,winddir,tempf,humidity,dewPoint,feelsLike,baromabsin,baromrelin,solarradiation,sis,sds,solarradday,tz,historical,passkey,time,loc,date,batt1volts,lastRain,local_time
1758534420000,0.0,1.3422,0,0,1,193,64.0,98,63.42,64.0,29.86,29.9555,0,0,0,0,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1758499200000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1758499200000.json,2025-09-22,,,2025-09-22 02:47:00-07:00
1758533520000,0.2237,1.5659,0,0,1,193,64.2,98,63.62,64.2,29.87,29.9655,0,0,0,0,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1758499200000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1758499200000.json,2025-09-22,,,2025-09-22 02:32:00-07:00
1758532620000,0.0,1.5659,0,0,1,193,64.2,98,63.62,64.2,29.87,29.9655,0,0,0,0,,,184b25e1e4b0679445bdc4f9f9a9c3f0,1758499200000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1758499200000.json,2025-09-22,4.31,2025-04-26T15:31:00.000Z,2025-09-22 02:17:00-07:00
1758531720000,0.0,1.3422,0,0,1,193,64.4,97,63.53,64.4,29.87,29.9654,0,0,0,0,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1758499200000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1758499200000.json,2025-09-22,,,2025-09-22 02:02:00-07:00
1758530820000,0.0,1.3422,0,0,1,193,64.4,97,63.53,64.4,29.87,29.9654,0,0,0,0,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1758499200000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1758499200000.json,2025-09-22,,,2025-09-22 01:47:00-07:00
1758529920000,0.0,1.3422,0,0,1,193,64.4,97,63.53,64.4,29.87,29.9654,0,0,0,0,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1758499200000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1758499200000.json,2025-09-22,,,2025-09-22 01:32:00-07:00
1758529020000,0.0,0.0,0,0,1,193,64.4,97,63.53,64.4,29.87,29.9654,0,0,0,0,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1758499200000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1758499200000.json,2025-09-22,4.31,,2025-09-22 01:17:00-07:00
1758528120000,0.0,0.0,0,0,1,193,64.4,97,63.53,64.4,29.87,29.9654,0,0,0,0,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1758499200000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1758499200000.json,2025-09-22,,,2025-09-22 01:02:00-07:00
1758527220000,0.4474,1.3422,0,0,1,193,64.4,97,63.53,64.4,29.88,29.9755,0,0,0,0,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1758499200000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1758499200000.json,2025-09-22,,,2025-09-22 00:47:00-07:00
1758526320000,0.2237,1.5659,0,0,1,193,64.6,97,63.73,64.6,29.88,29.9754,0,0,0,0,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1758499200000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1758499200000.json,2025-09-22,,,2025-09-22 00:32:00-07:00
1758525420000,0.0,0.0,0,0,1,193,64.4,96,63.23,64.4,29.88,29.9755,0,0,0,0,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1758499200000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1758499200000.json,2025-09-22,4.32,,2025-09-22 00:17:00-07:00
1758524520000,0.0,0.0,0,0,1,193,64.2,96,63.03,64.2,29.88,29.9755,0,0,0,0,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1758499200000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1758499200000.json,2025-09-22,,,2025-09-22 00:02:00-07:00
